Reference ID,Formula,Microstructure,Processing Method,Calculated Density (g/cm³),Yield Strength (MPa),Strength-to-Weight Ratio (MPa·cm³/g),Ag,Al,B,C,Ca,Co,Cr,Cu,Fe,Ga,Hf,Li,Mg,Mn,Mo,Nb,Nd,Ni,Pd,Re,Sc,Si,Sn,Ta,Ti,V,W,Y,Zn,Zr
40,Al0.75 Hf1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,9.1,1415.0,155.4945054945055,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174,0.0,0.0,0.0,0.0,0.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174,0.174,0.0,0.0,0.0,0.0,0.174
40,Al1 Hf1 Nb1 Ta1 Ti1 Zr1,BCC+Sec.,CAST,8.9,1489.0,167.30337078651684,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.167,0.0,0.0,0.0,0.0,0.167
40,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,9.9,1073.0,108.38383838383838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2
41,Al0.25 Mo1 Nb1 Ti1 V1,BCC,CAST,7.1,1250.0,176.05633802816902,0.0,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235,0.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235,0.235,0.0,0.0,0.0,0.0
41,Al0.5 Mo1 Nb1 Ti1 V1,BCC,CAST,6.8,1625.0,238.97058823529412,0.0,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.222,0.0,0.0,0.0,0.0
41,Al0.75 Mo1 Nb1 Ti1 V1,BCC,CAST,6.6,1260.0,190.9090909090909,0.0,0.158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.211,0.211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.211,0.211,0.0,0.0,0.0,0.0
41,Al1 Mo1 Nb1 Ti1 V1,BCC,CAST,6.4,1375.0,214.84375,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0
41,Mo1 Nb1 Ti1 V1,BCC,CAST,7.3,1200.0,164.38356164383563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0
42,Al0.25 Nb1 Ta1 Ti1 V1,BCC,CAST,8.8,1330.0,151.13636363636363,0.0,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235,0.235,0.235,0.0,0.0,0.0,0.0
42,Al0.5 Nb1 Ta1 Ti1 V1,BCC,CAST,8.5,1014.0,119.29411764705883,0.0,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.222,0.222,0.0,0.0,0.0,0.0
42,Al1 Nb1 Ta1 Ti1 V1,BCC,CAST,7.9,993.0,125.69620253164557,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0
42,Nb1 Ta1 Ti1 V1,BCC,CAST,9.2,1092.0,118.69565217391305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0
43,Al1 Nb1 Ti1 V1,BCC,ANNEAL,5.5,1020.0,185.45454545454547,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0
44,Cr1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+BCC+Sec.,OTHER,8.0,1595.0,199.375,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.2
45,Cr1 Nb1 Ti1 V1 Zr1,BCC+Sec.,OTHER,6.6,1298.0,196.66666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2
45,Cr1 Nb1 Ti1 Zr1,BCC+Sec.,OTHER,6.6,1260.0,190.9090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25
45,Nb0.5 Ti0.5 V1 Zr0.5,BCC,OTHER,6.4,918.0,143.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.2
45,Nb1 Ti1 V1 Zr1,BCC,OTHER,6.5,1105.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25
47,Hf0.5 Mo0.5 Nb1 Ti1 Zr1,BCC,CAST,7.9,1176.0,148.86075949367088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25
47,C0.1 Hf0.5 Mo0.5 Nb1 Ti1 Zr1,BCC+Sec.,CAST,7.8,1183.0,151.66666666666666,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.122,0.0,0.0,0.0,0.122,0.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.244,0.0,0.0,0.0,0.0,0.244
47,C0.3 Hf0.5 Mo0.5 Nb1 Ti1 Zr1,BCC+Sec.,CAST,7.7,1201.0,155.97402597402598,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.116,0.0,0.0,0.0,0.116,0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.233,0.0,0.0,0.0,0.0,0.233
48,Hf1 Mo0.25 Nb1 Ta1 Ti1 Zr1,BCC,CAST,9.9,1112.0,112.32323232323232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.048,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.19
48,Hf1 Mo0.5 Nb1 Ta1 Ti1 Zr1,BCC,CAST,9.9,1317.0,133.03030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.0,0.0,0.0,0.091,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.182,0.0,0.0,0.0,0.0,0.182
48,Hf1 Mo0.75 Nb1 Ta1 Ti1 Zr1,BCC,CAST,9.9,1373.0,138.68686868686868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174,0.0,0.0,0.0,0.13,0.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174,0.174,0.0,0.0,0.0,0.0,0.174
48,Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,9.9,1512.0,152.72727272727272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.167,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.167,0.0,0.0,0.0,0.0,0.167
48,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,9.9,1015.0,102.52525252525253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2
49,Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,9.9,1512.0,152.72727272727272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.167,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.167,0.0,0.0,0.0,0.0,0.167
49,Hf1 Mo1 Ta1 Ti1 Zr1,BCC,CAST,10.2,1600.0,156.86274509803923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2
50,Hf1 Mo1 Nb1 Ti1 Zr1,BCC,ANNEAL,8.7,1575.0,181.0344827586207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2
50,Hf1 Mo1 Nb1 Ti1 Zr1,BCC,CAST,8.7,1719.0,197.58620689655174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2
51,Hf1 Nb1 Si0.5 Ti1 V1,BCC+Sec.,CAST,7.8,1399.0,179.35897435897436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.0,0.0,0.0,0.0,0.222,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.0,0.222,0.222,0.0,0.0,0.0,0.0
53,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,OTHER,9.9,929.0,93.83838383838383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2
56,Mo1 Nb1 Ta1 V1,BCC,ANNEAL,10.7,1525.0,142.52336448598132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0
57,Mo1 Nb1 Ta1 V1 W1,BCC,CAST,12.4,1246.0,100.48387096774194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0
57,Mo1 Nb1 Ta1 W1,BCC,CAST,13.7,1058.0,77.22627737226277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0
58,Mo0.3 Nb1 Ti1 V1 Zr1,BCC,ANNEAL,6.7,1289.0,192.38805970149252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.233,0.233,0.0,0.0,0.0,0.233
58,Mo0.5 Nb1 Ti1 V1 Zr1,BCC,ANNEAL,6.8,1473.0,216.61764705882354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.222,0.0,0.0,0.0,0.222
58,Mo0.7 Nb1 Ti1 V1 Zr1,BCC,ANNEAL,6.9,1706.0,247.2463768115942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149,0.213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.213,0.213,0.0,0.0,0.0,0.213
58,Mo1 Nb0.769 Ti0.769 V0.769 Zr0.769,BCC,ANNEAL,7.3,1496.0,204.93150684931507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.245,0.189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.189,0.189,0.0,0.0,0.0,0.189
58,Mo1 Nb0.667 Ti0.667 V0.667 Zr0.667,BCC,ANNEAL,7.4,1603.0,216.6216216216216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.273,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.182,0.0,0.0,0.0,0.182
58,Mo1 Nb0.588 Ti0.588 V0.588 Zr0.588,BCC,ANNEAL,7.5,1645.0,219.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.175,0.0,0.0,0.0,0.175
58,Mo1 Nb0.5 Ti0.5 V0.5 Zr0.5,BCC,ANNEAL,7.6,1765.0,232.23684210526318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.167,0.0,0.0,0.0,0.167
58,Mo1 Nb1 Ti1 V1 Zr1,BCC,ANNEAL,7.1,1779.0,250.56338028169014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2
58,Mo1 Nb1 Ti1 V0.3 Zr1,BCC,ANNEAL,7.2,1455.0,202.08333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.233,0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.233,0.07,0.0,0.0,0.0,0.233
58,Mo0.1 Nb1 Ti1 V0.3 Zr1,BCC,ANNEAL,6.6,932.0,141.21212121212122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.294,0.088,0.0,0.0,0.0,0.294
58,Mo0.3 Nb1 Ti1 V0.3 Zr1,BCC,ANNEAL,6.8,1312.0,192.94117647058823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.278,0.083,0.0,0.0,0.0,0.278
58,Mo0.5 Nb1 Ti1 V0.3 Zr1,BCC,ANNEAL,6.9,1301.0,188.55072463768116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.132,0.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.263,0.079,0.0,0.0,0.0,0.263
58,Mo0.7 Nb1 Ti1 V0.3 Zr1,BCC,ANNEAL,7.1,1436.0,202.25352112676057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.075,0.0,0.0,0.0,0.25
58,Mo1 Nb0.769 Ti0.769 V0.231 Zr0.769,BCC,ANNEAL,7.4,1603.0,216.6216216216216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.283,0.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217,0.065,0.0,0.0,0.0,0.217
58,Mo1 Nb0.667 Ti0.667 V0.2 Zr0.667,BCC,ANNEAL,7.5,1576.0,210.13333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.312,0.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,0.062,0.0,0.0,0.0,0.208
58,Nb1 Ti1 V0.3 Zr1,BCC,ANNEAL,6.5,866.0,133.23076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303,0.091,0.0,0.0,0.0,0.303
58,Nb1 Ti1 V1 Zr1,BCC,ANNEAL,6.5,1104.0,169.84615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25
59,Mo1 Nb1 Ti1 V0.25 Zr1,BCC,CAST,7.3,1776.0,243.2876712328767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235,0.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235,0.059,0.0,0.0,0.0,0.235
59,Mo1 Nb1 Ti1 V0.5 Zr1,BCC,CAST,7.2,1647.0,228.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.111,0.0,0.0,0.0,0.222
59,Mo1 Nb1 Ti1 V0.75 Zr1,BCC,CAST,7.2,1708.0,237.22222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.211,0.211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.211,0.158,0.0,0.0,0.0,0.211
59,Mo1 Nb1 Ti1 V1 Zr1,BCC,CAST,7.1,1786.0,251.5492957746479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2
59,Mo0.667 Nb0.667 Ti0.667 V1 Zr0.667,BCC,CAST,7.1,1735.0,244.3661971830986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.273,0.0,0.0,0.0,0.182
59,Mo0.5 Nb0.5 Ti0.5 V1 Zr0.5,BCC,CAST,7.0,1538.0,219.71428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.333,0.0,0.0,0.0,0.167
59,Mo0.333 Nb0.333 Ti0.333 V1 Zr0.333,BCC,CAST,6.9,1418.0,205.5072463768116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.429,0.0,0.0,0.0,0.143
59,Mo1 Nb1 Ti1 Zr1,BCC,CAST,7.3,1592.0,218.08219178082192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25
61,Al0.125 Co1 Cr1 Cu1 Fe1 Mn1 Ni1 Ti1 V1,FCC+BCC,CAST,7.2,1862.0,258.6111111111111,0.0,0.015,0.0,0.0,0.0,0.123,0.123,0.123,0.123,0.0,0.0,0.0,0.0,0.123,0.0,0.0,0.0,0.123,0.0,0.0,0.0,0.0,0.0,0.0,0.123,0.123,0.0,0.0,0.0,0.0
61,Al0.25 Co1 Cr1 Cu1 Fe1 Mn1 Ni1 Ti1 V1,BCC,CAST,7.1,1465.0,206.3380281690141,0.0,0.03,0.0,0.0,0.0,0.121,0.121,0.121,0.121,0.0,0.0,0.0,0.0,0.121,0.0,0.0,0.0,0.121,0.0,0.0,0.0,0.0,0.0,0.0,0.121,0.121,0.0,0.0,0.0,0.0
61,Al0.667 Co1 Cr1 Cu1 Fe1 Mn1 Ni1 Ti1 V1,BCC+Sec.,CAST,6.8,1461.0,214.85294117647058,0.0,0.077,0.0,0.0,0.0,0.115,0.115,0.115,0.115,0.0,0.0,0.0,0.0,0.115,0.0,0.0,0.0,0.115,0.0,0.0,0.0,0.0,0.0,0.0,0.115,0.115,0.0,0.0,0.0,0.0
61,Co1 Cr1 Cu1 Fe1 Mn1 Ni1 Ti1 V1,FCC+BCC+Sec.,CAST,7.3,1312.0,179.72602739726028,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0
62,Cu1 Mn1 Ni1 Zn0.333,FCC,CAST,8.3,215.0,25.903614457831324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
62,Cu1 Mn1 Ni1 Zn0.25,FCC,CAST,8.3,140.0,16.867469879518072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.308,0.0,0.0,0.0,0.0,0.0,0.308,0.0,0.0,0.0,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077,0.0
62,Al0.111 Cu1 Mn1 Ni1,FCC+Sec.,CAST,8.1,515.0,63.58024691358025,0.0,0.036,0.0,0.0,0.0,0.0,0.0,0.321,0.0,0.0,0.0,0.0,0.0,0.321,0.0,0.0,0.0,0.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Cu1 Mn1 Ni1 Sn0.111,FCC+Sec.,CAST,8.3,630.0,75.90361445783132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.321,0.0,0.0,0.0,0.0,0.0,0.321,0.0,0.0,0.0,0.321,0.0,0.0,0.0,0.0,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Al0.053 Cu1 Mn1 Ni1,FCC,CAST,8.3,330.0,39.75903614457831,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.328,0.0,0.0,0.0,0.0,0.0,0.328,0.0,0.0,0.0,0.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Cu1 Mn1 Ni1 Sn0.053,FCC+Sec.,CAST,8.4,380.0,45.238095238095234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.328,0.0,0.0,0.0,0.0,0.0,0.328,0.0,0.0,0.0,0.328,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,CAST,7.6,388.0,51.05263157894737,0.0,0.091,0.0,0.0,0.0,0.182,0.182,0.182,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,BCC,CAST,6.3,1620.0,257.14285714285717,0.0,0.286,0.0,0.0,0.0,0.143,0.143,0.143,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,Al1 Co1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,CAST,7.1,948.0,133.5211267605634,0.0,0.167,0.0,0.0,0.0,0.167,0.167,0.167,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,Al1 Nb1 Ti1 V1,B2,ANNEAL,5.5,1000.0,181.8181818181818,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0
68,Al1 Nb1 Ti1 V1 Zr1,B2+Laves+Sec.,ANNEAL,5.8,1500.0,258.62068965517244,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2
68,Al1 Nb1 Ti1 V1 Zr0.1,B2+Sec.,ANNEAL,5.5,1290.0,234.54545454545453,0.0,0.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.244,0.244,0.0,0.0,0.0,0.024
